Gene,SubType,Spearman Rho,UniqueMutations,PV,Sig,RoleinCancer,BinnedRole,Pearson,PearsonPValue,EnsemblGeneId,Cellular Component,Biological Process,Molecular Function
ALK,Silent,0.162697926141312,77,0.157433497220592,N,"oncogene, fusion",Oncogene,0.1120851256532,0.33178817569572,ENSG00000171094,"GO:0016021|integral component of membrane, GO:0016020|membrane, GO:0005886|plasma membrane, GO:0005887|integral component of plasma membrane, GO:0043235|receptor complex, GO:0070062|extracellular exosome, GO:0032991|protein-containing complex","GO:0006468|protein phosphorylation, GO:0016310|phosphorylation, GO:0007165|signal transduction, GO:0007169|transmembrane receptor protein tyrosine kinase signaling pathway, GO:0018108|peptidyl-tyrosine phosphorylation, GO:0000187|activation of MAPK activity, GO:0048666|neuron development, GO:0008283|cell proliferation, GO:0042981|regulation of apoptotic process, GO:0051092|positive regulation of NF-kappaB transcription factor activity, GO:0046777|protein autophosphorylation, GO:0042127|regulation of cell proliferation, GO:0045664|regulation of neuron differentiation, GO:0038061|NIK/NF-kappaB signaling, GO:0007399|nervous system development, GO:0007420|brain development, GO:0021766|hippocampus development, GO:0030534|adult behavior, GO:0036269|swimming behavior, GO:0060159|regulation of dopamine receptor signaling pathway, GO:0090648|response to environmental enrichment","GO:0004672|protein kinase activity, GO:0005524|ATP binding, GO:0016301|kinase activity, GO:0004713|protein tyrosine kinase activity, GO:0004714|transmembrane receptor protein tyrosine kinase activity, GO:0000166|nucleotide binding, GO:0016740|transferase activity, GO:0005515|protein binding, GO:0042802|identical protein binding, GO:0004704|NF-kappaB-inducing kinase activity"
FBXO11,Missense,0.160666845860513,77,0.162752853617305,N,TSG,TSG,0.0274894856200138,0.812409622580163,ENSG00000138081,"GO:0000151|ubiquitin ligase complex, GO:0005634|nucleus, GO:0005730|nucleolus, GO:0005829|cytosol, GO:0005694|chromosome, GO:0005737|cytoplasm","GO:0016567|protein ubiquitination, GO:0006511|ubiquitin-dependent protein catabolic process, GO:0043687|post-translational protein modification, GO:0000209|protein polyubiquitination, GO:0006464|cellular protein modification process, GO:0035246|peptidyl-arginine N-methylation, GO:0007605|sensory perception of sound","GO:0008270|zinc ion binding, GO:0046872|metal ion binding, GO:0005515|protein binding, GO:0004842|ubiquitin-protein transferase activity, GO:0016274|protein-arginine N-methyltransferase activity"
PPM1D,Missense,0.158953988317685,39,0.333777022348054,N,Oncogene,Oncogene,0.0437088490536416,0.791620458311837,ENSG00000170836,"GO:0005634|nucleus, GO:0005737|cytoplasm, GO:0005829|cytosol, GO:0005654|nucleoplasm","GO:0006468|protein phosphorylation, GO:0006470|protein dephosphorylation, GO:0007049|cell cycle, GO:0000086|G2/M transition of mitotic cell cycle, GO:0006306|DNA methylation, GO:0006342|chromatin silencing, GO:0009267|cellular response to starvation, GO:0009617|response to bacterium, GO:0030330|DNA damage response, signal transduction by p53 class mediator, GO:0006367|transcription initiation from RNA polymerase II promoter, GO:0008285|negative regulation of cell proliferation, GO:0009314|response to radiation, GO:0035970|peptidyl-threonine dephosphorylation, GO:0045814|negative regulation of gene expression, epigenetic","GO:0046872|metal ion binding, GO:0016787|hydrolase activity, GO:0003824|catalytic activity, GO:0004721|phosphoprotein phosphatase activity, GO:0005515|protein binding, GO:0004722|protein serine/threonine phosphatase activity, GO:0043169|cation binding, GO:0004724|magnesium-dependent protein serine/threonine phosphatase activity, GO:0004674|protein serine/threonine kinase activity, GO:0051019|mitogen-activated protein kinase binding"
NCOA1,Missense,0.157384093549432,104,0.11058451487892,N,fusion,"",0.0518272059627113,0.601322783159281,ENSG00000084676,"GO:0005634|nucleus, GO:0005829|cytosol, GO:0005654|nucleoplasm, GO:0005886|plasma membrane, GO:0000790|nuclear chromatin, GO:0032991|protein-containing complex, GO:0005737|cytoplasm, GO:0043005|neuron projection","GO:0045944|positive regulation of transcription by RNA polymerase II, GO:0006355|regulation of transcription, DNA-templated, GO:0045893|positive regulation of transcription, DNA-templated, GO:0006351|transcription, DNA-templated, GO:0030521|androgen receptor signaling pathway, GO:0019216|regulation of lipid metabolic process, GO:0015721|bile acid and bile salt transport, GO:0032870|cellular response to hormone stimulus, GO:0000435|positive regulation of transcription from RNA polymerase II promoter by galactose, GO:0002155|regulation of thyroid hormone mediated signaling pathway, GO:0007595|lactation, GO:0008584|male gonad development, GO:0009725|response to hormone, GO:0021549|cerebellum development, GO:0021766|hippocampus development, GO:0021854|hypothalamus development, GO:0021987|cerebral cortex development, GO:0032355|response to estradiol, GO:0032526|response to retinoic acid, GO:0032570|response to progesterone, GO:0043065|positive regulation of apoptotic process, GO:0043967|histone H4 acetylation, GO:0044849|estrous cycle, GO:0045666|positive regulation of neuron differentiation, GO:0045925|positive regulation of female receptivity, GO:0060179|male mating behavior, GO:0060713|labyrinthine layer morphogenesis, GO:1904017|cellular response to Thyroglobulin triiodothyronine, GO:2001038|regulation of cellular response to drug, GO:2001141|regulation of RNA biosynthetic process, GO:1903508|positive regulation of nucleic acid-templated transcription","GO:0016740|transferase activity, GO:0003713|transcription coactivator activity, GO:0046983|protein dimerization activity, GO:0016746|transferase activity, transferring acyl groups, GO:0005515|protein binding, GO:0004402|histone acetyltransferase activity, GO:0030374|nuclear receptor transcription coactivator activity, GO:0000981|DNA-binding transcription factor activity, RNA polymerase II-specific, GO:0035257|nuclear hormone receptor binding, GO:0047485|protein N-terminus binding, GO:0019899|enzyme binding, GO:0017162|aryl hydrocarbon receptor binding, GO:0016922|nuclear receptor binding, GO:0050681|androgen receptor binding, GO:0001012|RNA polymerase II regulatory region DNA binding, GO:0003677|DNA binding, GO:0003682|chromatin binding, GO:0008134|transcription factor binding, GO:0030331|estrogen receptor binding, GO:0033142|progesterone receptor binding, GO:0042974|retinoic acid receptor binding, GO:0044877|protein-containing complex binding, GO:0046965|retinoid X receptor binding"
BCOR,Missense,0.157212333462762,99,0.120170723160803,N,"TSG, fusion",TSG,-0.0270773692759583,0.790205668055795,ENSG00000183337,"GO:0005634|nucleus, GO:0140261|BCOR complex","GO:0006325|chromatin organization, GO:0000122|negative regulation of transcription by RNA polymerase II, GO:0007507|heart development, GO:0045892|negative regulation of transcription, DNA-templated, GO:0060021|roof of mouth development, GO:0051572|negative regulation of histone H3-K4 methylation, GO:0035518|histone H2A monoubiquitination, GO:0030502|negative regulation of bone mineralization, GO:0042476|odontogenesis, GO:0000415|negative regulation of histone H3-K36 methylation, GO:0065001|specification of axis polarity, GO:0070171|negative regulation of tooth mineralization, GO:0001835|blastocyst hatching","GO:0005515|protein binding, GO:0004842|ubiquitin-protein transferase activity, GO:0003714|transcription corepressor activity, GO:0008134|transcription factor binding, GO:0044212|transcription regulatory region DNA binding, GO:0042826|histone deacetylase binding, GO:0031072|heat shock protein binding, GO:0000977|RNA polymerase II regulatory region sequence-specific DNA binding"
EPS15,Missense,0.157190760642317,63,0.218568231853584,N,"TSG, fusion",TSG,0.0765975532320055,0.550722899386481,ENSG00000085832,"GO:0043231|intracellular membrane-bounded organelle, GO:0005829|cytosol, GO:0005737|cytoplasm, GO:0016020|membrane, GO:0005886|plasma membrane, GO:0005905|clathrin-coated pit, GO:0098794|postsynapse, GO:0005768|endosome, GO:0031901|early endosome membrane, GO:0016235|aggresome, GO:0005769|early endosome, GO:0009925|basal plasma membrane, GO:0016324|apical plasma membrane, GO:0030122|AP-2 adaptor complex, GO:0030132|clathrin coat of coated pit, GO:0030136|clathrin-coated vesicle, GO:0060170|ciliary membrane","GO:0015031|protein transport, GO:0006897|endocytosis, GO:0016032|viral process, GO:0006895|Golgi to endosome transport, GO:0061024|membrane organization, GO:0008283|cell proliferation, GO:0042059|negative regulation of epidermal growth factor receptor signaling pathway, GO:0046718|viral entry into host cell, GO:0007173|epidermal growth factor receptor signaling pathway, GO:0001921|positive regulation of receptor recycling, GO:0016050|vesicle organization, GO:0019065|receptor-mediated endocytosis of virus by host cell, GO:0032456|endocytic recycling, GO:0042127|regulation of cell proliferation, GO:0048268|clathrin coat assembly","GO:0005509|calcium ion binding, GO:0046872|metal ion binding, GO:0005515|protein binding, GO:0045296|cadherin binding, GO:0017124|SH3 domain binding, GO:0031593|polyubiquitin modification-dependent protein binding, GO:0042802|identical protein binding"
CAMTA1,Silent,0.157096958951,82,0.158686503636657,N,"TSG, fusion",TSG,0.210465921304208,0.0577080823521778,ENSG00000171735,"GO:0005634|nucleus, GO:0005737|cytoplasm, GO:0005730|nucleolus, GO:0005829|cytosol","GO:0045944|positive regulation of transcription by RNA polymerase II, GO:0035307|positive regulation of protein dephosphorylation, GO:0070886|positive regulation of calcineurin-NFAT signaling cascade, GO:0050885|neuromuscular process controlling balance, GO:0006357|regulation of transcription by RNA polymerase II","GO:0003677|DNA binding, GO:0000981|DNA-binding transcription factor activity, RNA polymerase II-specific, GO:0001228|DNA-binding transcription activator activity, RNA polymerase II-specific, GO:0043565|sequence-specific DNA binding"
KIF5B,Missense,0.15631992985171,66,0.210057766594738,N,fusion,"",0.132857710412052,0.287581795361397,ENSG00000170759,"GO:0005737|cytoplasm, GO:0016020|membrane, GO:0005829|cytosol, GO:1904115|axon cytoplasm, GO:0005856|cytoskeleton, GO:0005815|microtubule organizing center, GO:0005874|microtubule, GO:0005871|kinesin complex, GO:0031982|vesicle, GO:0048471|perinuclear region of cytoplasm, GO:0015630|microtubule cytoskeleton, GO:0030139|endocytic vesicle, GO:0035253|ciliary rootlet, GO:0043005|neuron projection, GO:0043227|membrane-bounded organelle, GO:0044295|axonal growth cone, GO:0045335|phagocytic vesicle","GO:1903078|positive regulation of protein localization to plasma membrane, GO:0007018|microtubule-based movement, GO:0099641|anterograde axonal protein transport, GO:0042391|regulation of membrane potential, GO:0047496|vesicle transport along microtubule, GO:1990048|anterograde neuronal dense core vesicle transport, GO:1990049|retrograde neuronal dense core vesicle transport, GO:0043268|positive regulation of potassium ion transport, GO:0007028|cytoplasm organization, GO:0007420|brain development, GO:0021766|hippocampus development, GO:0031340|positive regulation of vesicle fusion, GO:0032230|positive regulation of synaptic transmission, GABAergic, GO:0035617|stress granule disassembly, GO:0035774|positive regulation of insulin secretion involved in cellular response to glucose stimulus, GO:0051642|centrosome localization, GO:0071346|cellular response to interferon-gamma, GO:0072383|plus-end-directed vesicle transport along microtubule, GO:0090316|positive regulation of intracellular protein transport, GO:1905152|positive regulation of voltage-gated sodium channel activity","GO:0000166|nucleotide binding, GO:0005524|ATP binding, GO:0003774|motor activity, GO:0003777|microtubule motor activity, GO:0005515|protein binding, GO:0008017|microtubule binding, GO:0042802|identical protein binding, GO:0016887|ATPase activity, GO:0045296|cadherin binding, GO:0008432|JUN kinase binding, GO:0099609|microtubule lateral binding"
MED12,Nonsense,0.155808784147601,13,0.611246906286513,N,TSG,TSG,-0.0177414780492554,0.954126243118493,ENSG00000184634,"GO:0005634|nucleus, GO:0016020|membrane, GO:0016592|mediator complex, GO:0005654|nucleoplasm, GO:0000151|ubiquitin ligase complex","GO:0006357|regulation of transcription by RNA polymerase II, GO:0045893|positive regulation of transcription, DNA-templated, GO:0006367|transcription initiation from RNA polymerase II promoter, GO:0030178|negative regulation of Wnt signaling pathway, GO:0045944|positive regulation of transcription by RNA polymerase II, GO:0030518|intracellular steroid hormone receptor signaling pathway, GO:0030521|androgen receptor signaling pathway, GO:0001756|somitogenesis, GO:0001843|neural tube closure, GO:0007492|endoderm development, GO:0007507|heart development, GO:0014003|oligodendrocyte development, GO:0014044|Schwann cell development, GO:0016567|protein ubiquitination, GO:0019827|stem cell population maintenance, GO:0021510|spinal cord development, GO:0021915|neural tube development, GO:0036342|post-anal tail morphogenesis, GO:0048568|embryonic organ development, GO:0048702|embryonic neurocranium morphogenesis, GO:0060070|canonical Wnt signaling pathway, GO:0060071|Wnt signaling pathway, planar cell polarity pathway, GO:0090245|axis elongation involved in somitogenesis, GO:1990403|embryonic brain development","GO:0008013|beta-catenin binding, GO:0003712|transcription coregulator activity, GO:0005515|protein binding, GO:0030374|nuclear receptor transcription coactivator activity, GO:0038023|signaling receptor activity, GO:0003713|transcription coactivator activity, GO:0008022|protein C-terminus binding, GO:0019904|protein domain specific binding, GO:0042809|vitamin D receptor binding, GO:0046966|thyroid hormone receptor binding, GO:0000980|RNA polymerase II distal enhancer sequence-specific DNA binding, GO:0003682|chromatin binding, GO:0008134|transcription factor binding, GO:0061630|ubiquitin protein ligase activity"
HLA-A,Silent,0.154924291504949,15,0.581419807369343,N,fusion,"",0.138961978067478,0.621366577622374,ENSG00000206503,"GO:0016020|membrane, GO:0016021|integral component of membrane, GO:0005783|endoplasmic reticulum, GO:0005794|Golgi apparatus, GO:0009986|cell surface, GO:0005886|plasma membrane, GO:0005887|integral component of plasma membrane, GO:0042612|MHC class I protein complex, GO:0005789|endoplasmic reticulum membrane, GO:0070062|extracellular exosome, GO:0030670|phagocytic vesicle membrane, GO:0000139|Golgi membrane, GO:0012507|ER to Golgi transport vesicle membrane, GO:0071556|integral component of lumenal side of endoplasmic reticulum membrane, GO:0031901|early endosome membrane, GO:0055038|recycling endosome membrane","GO:0006955|immune response, GO:0002376|immune system process, GO:0050776|regulation of immune response, GO:0019882|antigen processing and presentation, GO:0002474|antigen processing and presentation of peptide antigen via MHC class I, GO:0016567|protein ubiquitination, GO:0002479|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, GO:0060333|interferon-gamma-mediated signaling pathway, GO:0060337|type I interferon signaling pathway, GO:0002480|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, GO:0042270|protection from natural killer cell mediated cytotoxicity","GO:0042605|peptide antigen binding, GO:0030881|beta-2-microglobulin binding, GO:0046977|TAP binding"
CALR,Missense,0.154913074860603,22,0.491221850845108,N,Oncogene,Oncogene,-0.0116420294068537,0.958990850891959,ENSG00000179218,"GO:0048471|perinuclear region of cytoplasm, GO:0005737|cytoplasm, GO:0005634|nucleus, GO:0016020|membrane, GO:0005783|endoplasmic reticulum, GO:0005829|cytosol, GO:0005576|extracellular region, GO:0005615|extracellular space, GO:0009986|cell surface, GO:0005925|focal adhesion, GO:0005788|endoplasmic reticulum lumen, GO:0070062|extracellular exosome, GO:0005622|intracellular, GO:0016529|sarcoplasmic reticulum, GO:0030670|phagocytic vesicle membrane, GO:0005635|nuclear envelope, GO:0033116|endoplasmic reticulum-Golgi intermediate compartment membrane, GO:0033018|sarcoplasmic reticulum lumen, GO:0071556|integral component of lumenal side of endoplasmic reticulum membrane, GO:0071682|endocytic vesicle lumen, GO:0001669|acrosomal vesicle, GO:0005790|smooth endoplasmic reticulum, GO:0005794|Golgi apparatus, GO:0005844|polysome, GO:0009897|external side of plasma membrane, GO:0032991|protein-containing complex, GO:0042824|MHC class I peptide loading complex, GO:0043231|intracellular membrane-bounded organelle, GO:0044322|endoplasmic reticulum quality control compartment, GO:0062023|collagen-containing extracellular matrix","GO:0008284|positive regulation of cell proliferation, GO:0050821|protein stabilization, GO:0045787|positive regulation of cell cycle, GO:0006457|protein folding, GO:0006898|receptor-mediated endocytosis, GO:0017148|negative regulation of translation, GO:0042981|regulation of apoptotic process, GO:0002479|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, GO:2000510|positive regulation of dendritic cell chemotaxis, GO:0000122|negative regulation of transcription by RNA polymerase II, GO:0045892|negative regulation of transcription, DNA-templated, GO:0034504|protein localization to nucleus, GO:0051208|sequestering of calcium ion, GO:0006355|regulation of transcription, DNA-templated, GO:0002474|antigen processing and presentation of peptide antigen via MHC class I, GO:1990668|vesicle fusion with endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane, GO:0048387|negative regulation of retinoic acid receptor signaling pathway, GO:0036500|ATF6-mediated unfolded protein response, GO:0006874|cellular calcium ion homeostasis, GO:0022417|protein maturation by protein folding, GO:0090398|cellular senescence, GO:0006611|protein export from nucleus, GO:1900026|positive regulation of substrate adhesion-dependent cell spreading, GO:0034975|protein folding in endoplasmic reticulum, GO:0071157|negative regulation of cell cycle arrest, GO:0002502|peptide antigen assembly with MHC class I protein complex, GO:0007283|spermatogenesis, GO:0010033|response to organic substance, GO:0010595|positive regulation of endothelial cell migration, GO:0010628|positive regulation of gene expression, GO:0030866|cortical actin cytoskeleton organization, GO:0032355|response to estradiol, GO:0033144|negative regulation of intracellular steroid hormone receptor signaling pathway, GO:0033574|response to testosterone, GO:0040020|regulation of meiotic nuclear division, GO:0042493|response to drug, GO:0042921|glucocorticoid receptor signaling pathway, GO:0045665|negative regulation of neuron differentiation, GO:0050766|positive regulation of phagocytosis, GO:0055007|cardiac muscle cell differentiation, GO:0071285|cellular response to lithium ion, GO:0071310|cellular response to organic substance, GO:1901164|negative regulation of trophoblast cell migration, GO:1901224|positive regulation of NIK/NF-kappaB signaling","GO:0003723|RNA binding, GO:0046872|metal ion binding, GO:0030246|carbohydrate binding, GO:0005509|calcium ion binding, GO:0003677|DNA binding, GO:0005515|protein binding, GO:0051082|unfolded protein binding, GO:0031625|ubiquitin protein ligase binding, GO:0051087|chaperone binding, GO:0050681|androgen receptor binding, GO:0008270|zinc ion binding, GO:0001849|complement component C1q binding, GO:0005178|integrin binding, GO:0044183|protein binding involved in protein folding, GO:0003729|mRNA binding, GO:0005506|iron ion binding, GO:0042277|peptide binding, GO:0042562|hormone binding"
TET2,Silent,0.154223928141631,26,0.451910896223928,N,TSG,TSG,0.0103067510421961,0.960145649677165,ENSG00000168769,GO:0005634|nucleus,"GO:0055114|oxidation-reduction process, GO:0006325|chromatin organization, GO:0007049|cell cycle, GO:0006211|5-methylcytosine catabolic process, GO:0080111|DNA demethylation, GO:0045944|positive regulation of transcription by RNA polymerase II, GO:0006493|protein O-linked glycosylation, GO:0080182|histone H3-K4 trimethylation, GO:0070989|oxidative demethylation, GO:0030099|myeloid cell differentiation, GO:0014070|response to organic cyclic compound","GO:0046872|metal ion binding, GO:0016491|oxidoreductase activity, GO:0003677|DNA binding, GO:0008270|zinc ion binding, GO:0005515|protein binding, GO:0051213|dioxygenase activity, GO:0070579|methylcytosine dioxygenase activity, GO:0005506|iron ion binding, GO:0008198|ferrous iron binding"
KEAP1,Silent,0.152184312025686,23,0.488181781922319,N,TSG,TSG,0.21896914302127,0.315461948900143,ENSG00000079999,"GO:0005634|nucleus, GO:0005737|cytoplasm, GO:0005829|cytosol, GO:0005654|nucleoplasm, GO:0005815|microtubule organizing center, GO:0005783|endoplasmic reticulum, GO:0005884|actin filament, GO:0031463|Cul3-RING ubiquitin ligase complex, GO:0032991|protein-containing complex, GO:0030496|midbody","GO:0016567|protein ubiquitination, GO:0001701|in utero embryonic development, GO:0006355|regulation of transcription, DNA-templated, GO:0045604|regulation of epidermal cell differentiation, GO:0071353|cellular response to interleukin-4, GO:0016579|protein deubiquitination, GO:0043687|post-translational protein modification, GO:0016032|viral process, GO:0010499|proteasomal ubiquitin-independent protein catabolic process, GO:0032436|positive regulation of proteasomal ubiquitin-dependent protein catabolic process, GO:0043433|negative regulation of DNA-binding transcription factor activity, GO:0042994|cytoplasmic sequestering of transcription factor","GO:0008134|transcription factor binding, GO:0005515|protein binding, GO:0042802|identical protein binding, GO:0042803|protein homodimerization activity, GO:0097718|disordered domain specific binding"
TFE3,Missense,0.151337914774589,51,0.289100907606125,N,"oncogene, fusion",Oncogene,0.124233516510683,0.385075958066774,ENSG00000068323,"GO:0005634|nucleus, GO:0005829|cytosol, GO:0005654|nucleoplasm","GO:0006355|regulation of transcription, DNA-templated, GO:0006959|humoral immune response, GO:0045670|regulation of osteoclast differentiation, GO:0045893|positive regulation of transcription, DNA-templated, GO:0002376|immune system process, GO:0002250|adaptive immune response, GO:0045944|positive regulation of transcription by RNA polymerase II, GO:0120163|negative regulation of cold-induced thermogenesis, GO:0045785|positive regulation of cell adhesion","GO:0046983|protein dimerization activity, GO:0003677|DNA binding, GO:0003700|DNA-binding transcription factor activity, GO:0005515|protein binding, GO:0000981|DNA-binding transcription factor activity, RNA polymerase II-specific, GO:0044212|transcription regulatory region DNA binding, GO:0000978|RNA polymerase II proximal promoter sequence-specific DNA binding, GO:0001228|DNA-binding transcription activator activity, RNA polymerase II-specific"
HOXA11,Missense,0.151120060496793,27,0.451796466812332,N,"oncogene, TSG, fusion","",0.00885986881350439,0.965016367747611,ENSG00000005073,"GO:0005634|nucleus, GO:0005654|nucleoplasm, GO:0032991|protein-containing complex, GO:0032993|protein-DNA complex, GO:0005667|transcription factor complex","GO:0006355|regulation of transcription, DNA-templated, GO:0007275|multicellular organism development, GO:0045893|positive regulation of transcription, DNA-templated, GO:0006357|regulation of transcription by RNA polymerase II, GO:0001501|skeletal system development, GO:0032332|positive regulation of chondrocyte differentiation, GO:0009653|anatomical structure morphogenesis, GO:0009953|dorsal/ventral pattern formation, GO:0001658|branching involved in ureteric bud morphogenesis, GO:0048589|developmental growth, GO:0001656|metanephros development, GO:0001759|organ induction, GO:0007283|spermatogenesis, GO:0007338|single fertilization, GO:0007501|mesodermal cell fate specification, GO:0008584|male gonad development, GO:0009952|anterior/posterior pattern specification, GO:0009954|proximal/distal pattern formation, GO:0010468|regulation of gene expression, GO:0010720|positive regulation of cell development, GO:0030326|embryonic limb morphogenesis, GO:0032330|regulation of chondrocyte differentiation, GO:0035115|embryonic forelimb morphogenesis, GO:0042733|embryonic digit morphogenesis, GO:0060065|uterus development, GO:0060272|embryonic skeletal joint morphogenesis, GO:0060348|bone development, GO:0060351|cartilage development involved in endochondral bone morphogenesis","GO:0003677|DNA binding, GO:0043565|sequence-specific DNA binding, GO:0000981|DNA-binding transcription factor activity, RNA polymerase II-specific"
PTPN13,Missense,0.15065394523367,171,0.0492008769055159,N,TSG,TSG,0.252956967214381,0.000843726229478018,ENSG00000163629,"GO:0005634|nucleus, GO:0005737|cytoplasm, GO:0005886|plasma membrane, GO:0005856|cytoskeleton, GO:0042995|cell projection, GO:0005654|nucleoplasm, GO:0030027|lamellipodium, GO:0070062|extracellular exosome, GO:0043005|neuron projection, GO:0044297|cell body","GO:0006470|protein dephosphorylation, GO:0016311|dephosphorylation, GO:0035335|peptidyl-tyrosine dephosphorylation, GO:0006661|phosphatidylinositol biosynthetic process, GO:0014066|regulation of phosphatidylinositol 3-kinase signaling, GO:0071345|cellular response to cytokine stimulus, GO:0070830|bicellular tight junction assembly","GO:0016787|hydrolase activity, GO:0004721|phosphoprotein phosphatase activity, GO:0005515|protein binding, GO:0004725|protein tyrosine phosphatase activity, GO:0016791|phosphatase activity, GO:0036312|phosphatidylinositol 3-kinase regulatory subunit binding"
USP6,Nonsense,0.150445155641407,11,0.65882560995107,N,"oncogene, fusion",Oncogene,0.333396887942123,0.316379433893775,ENSG00000129204,"GO:0005737|cytoplasm, GO:0016020|membrane, GO:0005886|plasma membrane, GO:0005768|endosome, GO:0055037|recycling endosome, GO:0005764|lysosome","GO:0016579|protein deubiquitination, GO:0006508|proteolysis, GO:0006511|ubiquitin-dependent protein catabolic process, GO:0006886|intracellular protein transport, GO:0090630|activation of GTPase activity, GO:0006464|cellular protein modification process, GO:0060627|regulation of vesicle-mediated transport","GO:0016787|hydrolase activity, GO:0005515|protein binding, GO:0008233|peptidase activity, GO:0008234|cysteine-type peptidase activity, GO:0036459|thiol-dependent ubiquitinyl hydrolase activity, GO:0005096|GTPase activator activity, GO:0017137|Rab GTPase binding, GO:0005516|calmodulin binding, GO:0004843|thiol-dependent ubiquitin-specific protease activity, GO:0003676|nucleic acid binding, GO:0004197|cysteine-type endopeptidase activity"
TPR,Missense,0.15018750343518,169,0.0512934697442282,N,fusion,"",0.253810252115034,0.00086926722384528,ENSG00000047410,"GO:0005634|nucleus, GO:0005737|cytoplasm, GO:0016020|membrane, GO:0031965|nuclear membrane, GO:0005694|chromosome, GO:0005856|cytoskeleton, GO:0005643|nuclear pore, GO:0005819|spindle, GO:0000775|chromosome, centromeric region, GO:0000776|kinetochore, GO:0005868|cytoplasmic dynein complex, GO:0005654|nucleoplasm, GO:0019898|extrinsic component of membrane, GO:0005635|nuclear envelope, GO:0072686|mitotic spindle, GO:0042405|nuclear inclusion body, GO:0034399|nuclear periphery, GO:0044615|nuclear pore nuclear basket","GO:0051028|mRNA transport, GO:0015031|protein transport, GO:0051301|cell division, GO:0007049|cell cycle, GO:0000122|negative regulation of transcription by RNA polymerase II, GO:0006406|mRNA export from nucleus, GO:0016032|viral process, GO:0042307|positive regulation of protein import into nucleus, GO:0006606|protein import into nucleus, GO:0007094|mitotic spindle assembly checkpoint, GO:0090267|positive regulation of mitotic cell cycle spindle assembly checkpoint, GO:0090316|positive regulation of intracellular protein transport, GO:0034605|cellular response to heat, GO:0032880|regulation of protein localization, GO:1901673|regulation of mitotic spindle assembly, GO:0045947|negative regulation of translational initiation, GO:0046827|positive regulation of protein export from nucleus, GO:0006404|RNA import into nucleus, GO:0006405|RNA export from nucleus, GO:0006999|nuclear pore organization, GO:0010965|regulation of mitotic sister chromatid separation, GO:0031453|positive regulation of heterochromatin assembly, GO:0031990|mRNA export from nucleus in response to heat stress, GO:0035457|cellular response to interferon-alpha, GO:0046832|negative regulation of RNA export from nucleus, GO:0070849|response to epidermal growth factor","GO:0003723|RNA binding, GO:0042803|protein homodimerization activity, GO:0005515|protein binding, GO:0003729|mRNA binding, GO:0003682|chromatin binding, GO:0070840|dynein complex binding, GO:0017056|structural constituent of nuclear pore, GO:0015631|tubulin binding, GO:0051019|mitogen-activated protein kinase binding, GO:0031072|heat shock protein binding"
RUNX1,Silent,0.149417473527526,21,0.517998254966895,N,"oncogene, TSG, fusion","",0.172009865588168,0.455929955132194,ENSG00000159216,"GO:0005634|nucleus, GO:0043231|intracellular membrane-bounded organelle, GO:0005829|cytosol, GO:0005654|nucleoplasm, GO:0016513|core-binding factor complex","GO:0045944|positive regulation of transcription by RNA polymerase II, GO:0006355|regulation of transcription, DNA-templated, GO:0045893|positive regulation of transcription, DNA-templated, GO:0030182|neuron differentiation, GO:0000122|negative regulation of transcription by RNA polymerase II, GO:2000810|regulation of bicellular tight junction assembly, GO:0030097|hemopoiesis, GO:0045766|positive regulation of angiogenesis, GO:0045652|regulation of megakaryocyte differentiation, GO:0030111|regulation of Wnt signaling pathway, GO:0033146|regulation of intracellular estrogen receptor signaling pathway, GO:1902036|regulation of hematopoietic stem cell differentiation, GO:0032743|positive regulation of interleukin-2 production, GO:0045616|regulation of keratinocyte differentiation, GO:0071425|hematopoietic stem cell proliferation, GO:0045589|regulation of regulatory T cell differentiation, GO:0045637|regulation of myeloid cell differentiation, GO:0001959|regulation of cytokine-mediated signaling pathway, GO:0043371|negative regulation of CD4-positive, alpha-beta T cell differentiation, GO:0050855|regulation of B cell receptor signaling pathway, GO:0030854|positive regulation of granulocyte differentiation, GO:0048935|peripheral nervous system neuron development, GO:0043378|positive regulation of CD8-positive, alpha-beta T cell differentiation, GO:0010629|negative regulation of gene expression","GO:0005524|ATP binding, GO:0003677|DNA binding, GO:0003700|DNA-binding transcription factor activity, GO:0005515|protein binding, GO:0000981|DNA-binding transcription factor activity, RNA polymerase II-specific, GO:0001228|DNA-binding transcription activator activity, RNA polymerase II-specific, GO:0044212|transcription regulatory region DNA binding, GO:0000978|RNA polymerase II proximal promoter sequence-specific DNA binding, GO:0000977|RNA polymerase II regulatory region sequence-specific DNA binding"
